Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
9,10/5/2012,"606,755",0.0,66.61,3.617,227.0,4.954
9,10/12/2012,"558,465",0.0,60.09,3.601,227.0,4.954
9,10/19/2012,"542,009",0.0,68.01,3.594,227.0,4.954
9,10/26/2012,"549,731",0.0,69.52,3.506,227.0,4.954
10,2/5/2010,"2,193,049",0.0,54.34,2.962,126.0,9.765
10,2/12/2010,"2,176,029",1.0,49.96,2.828,132.3,9.765
10,2/19/2010,"2,113,433",0.0,58.22,2.915,127.0,9.765
10,2/26/2010,"2,006,775",0.0,52.77,2.825,,9.765
10,3/5/2010,"1,987,090",0.0,55.92,2.877,127.0,9.765
10,3/12/2010,"1,941,346",0.0,52.33,3.034,127.0,9.765
10,3/19/2010,"1,946,875",0.0,61.46,3.054,127.0,9.765
10,3/26/2010,"1,893,532",0.0,60.05,2.98,127.0,9.765
10,4/2/2010,"2,138,652",0.0,63.66,3.086,127.0,9.524
10,4/9/2010,"2,041,069",0.0,65.29,3.004,127.0,9.524
10,4/16/2010,"1,826,241",0.0,69.74,3.109,127.0,9.524
10,4/23/2010,"1,829,522",0.0,66.42,3.05,126.0,9.524
10,4/30/2010,"1,790,695",0.0,69.76,3.105,126.0,9.524
10,5/7/2010,"1,921,432",0.0,71.06,3.127,126.0,9.524
10,5/14/2010,"1,808,056",0.0,73.88,3.145,126.0,9.524
10,5/21/2010,"1,847,614",0.0,78.32,3.12,126.0,9.524
10,5/28/2010,"1,904,618",0.0,76.67,3.058,126.0,9.524
10,6/4/2010,"1,931,406",0.0,82.82,2.941,126.0,9.524
10,6/11/2010,"1,827,522",0.0,89.67,3.057,126.0,9.524
10,6/18/2010,"1,837,636",0.0,83.49,2.935,126.0,9.524
10,6/25/2010,"1,768,172",0.0,90.32,3.084,126.0,9.524
10,7/2/2010,"1,845,894",0.0,92.89,2.978,126.0,9.199
10,7/9/2010,"1,769,793",0.0,91.03,3.1,126.0,9.199
10,7/16/2010,"1,828,052",0.0,91.8,2.971,126.0,9.199
10,7/23/2010,"1,831,676",0.0,88.44,3.112,126.0,9.199
10,7/30/2010,"1,832,664",0.0,85.03,3.017,126.0,9.199
10,8/6/2010,"1,949,236",0.0,86.13,3.123,126.0,9.199
10,8/13/2010,"1,962,997",0.0,88.37,3.049,126.0,9.199
10,8/20/2010,"1,983,191",0.0,89.88,3.041,126.0,9.199
10,8/27/2010,"1,727,565",0.0,84.99,3.022,126.0,9.199
10,9/3/2010,"1,766,331",0.0,83.8,3.087,126.0,9.199
10,9/10/2010,"1,720,530",1.0,84.04,2.961,132.3,9.199
10,9/17/2010,"1,716,756",0.0,85.52,3.028,126.0,9.199
10,9/24/2010,"1,655,037",0.0,85.75,2.939,126.0,9.199
10,10/1/2010,"1,645,893",0.0,86.01,3.001,126.0,9.003
10,10/8/2010,"1,772,192",0.0,77.04,2.924,126.0,9.003
10,10/15/2010,"1,703,850",,75.48,3.08,126.0,9.003
10,10/22/2010,"1,740,234",0.0,68.12,3.014,126.0,9.003
10,10/29/2010,"1,741,309",0.0,68.76,3.13,126.0,9.003
10,11/5/2010,"1,832,212",0.0,71.04,3.009,126.0,9.003
10,11/12/2010,"1,895,902",0.0,61.24,3.13,127.0,9.003
10,11/19/2010,"1,949,177",0.0,58.83,3.047,127.0,9.003
10,11/26/2010,"2,939,946",1.0,55.33,3.162,133.35,9.003
10,12/3/2010,"2,251,207",0.0,51.17,3.041,127.0,9.003
10,12/10/2010,"2,411,790",0.0,60.51,3.091,127.0,9.003
10,12/17/2010,"2,811,647",0.0,59.15,3.125,127.0,9.003
10,12/24/2010,"3,749,058",0.0,57.06,3.236,127.0,9.003
10,12/31/2010,"1,707,298",1.0,49.67,3.148,133.35,9.003
10,1/7/2011,"1,714,310",0.0,43.43,3.287,127.0,8.744
10,1/14/2011,"1,710,804",0.0,49.98,3.312,127.0,8.744
10,1/21/2011,"1,677,556",0.0,56.75,3.336,127.0,8.744
10,1/28/2011,"1,715,769",0.0,53.03,3.231,128.0,8.744
10,2/4/2011,"1,968,046",,44.88,3.348,128.0,8.744
10,2/11/2011,"2,115,408",1.0,51.51,3.381,134.4,8.744
10,2/18/2011,"2,106,935",0.0,61.77,3.43,128.0,8.744
10,2/25/2011,"1,967,997",0.0,53.59,3.398,128.0,8.744
10,3/4/2011,"1,958,003",0.0,56.96,3.674,128.0,8.744
10,3/11/2011,"1,933,469",0.0,64.22,3.63,128.0,8.744
10,3/18/2011,"1,884,734",0.0,70.12,3.892,129.0,8.744
10,3/25/2011,"1,815,799",0.0,62.53,3.716,129.0,8.744
10,4/1/2011,"1,827,733",0.0,67.64,3.772,129.0,8.494
10,4/8/2011,"1,870,721",0.0,73.03,3.818,129.0,8.494
10,4/15/2011,"1,781,767",0.0,61.05,4.089,129.0,8.494
10,4/22/2011,"2,004,831",0.0,75.93,3.917,129.0,8.494
10,4/29/2011,"1,873,646",0.0,73.38,4.151,129.0,8.494
10,5/6/2011,"1,841,370",0.0,73.56,4.193,129.0,8.494
10,5/13/2011,"1,712,995",0.0,74.04,4.202,129.0,8.494
10,5/20/2011,"1,720,908",0.0,72.62,3.99,129.0,8.494
10,5/27/2011,"1,743,000",0.0,78.62,3.933,129.0,8.494
10,6/3/2011,"1,792,211",0.0,81.87,3.893,129.0,8.494
10,6/10/2011,"1,740,063",0.0,84.57,3.981,129.0,8.494
10,6/17/2011,"1,817,935",0.0,87.96,3.935,,8.494
10,6/24/2011,"1,711,813",0.0,90.69,3.807,129.0,8.494
10,7/1/2011,"1,751,370",0.0,95.36,3.842,129.0,8.257
10,7/8/2011,"1,699,708",0.0,88.57,3.793,129.0,8.257
10,7/15/2011,"1,775,068",0.0,86.01,3.779,129.0,8.257
10,7/22/2011,"1,774,343",0.0,88.59,3.697,129.0,8.257
10,7/29/2011,"1,745,841",0.0,86.75,3.694,129.0,8.257
10,8/5/2011,"1,886,300",0.0,89.8,3.803,129.0,8.257
10,8/12/2011,"1,917,398",0.0,85.61,3.794,129.0,8.257
10,8/19/2011,"1,954,850",0.0,87.4,3.743,129.0,8.257
10,8/26/2011,"1,728,399",0.0,91.59,3.663,129.0,8.257
10,9/2/2011,"1,758,587",0.0,91.61,3.798,129.0,8.257
10,9/9/2011,"1,670,580",1.0,89.06,3.771,,8.257
10,9/16/2011,"1,650,894",0.0,77.49,3.784,129.0,8.257
10,9/23/2011,"1,685,911",0.0,82.51,3.789,130.0,8.257
10,9/30/2011,"1,627,707",0.0,82.27,3.877,130.0,8.257
10,10/7/2011,"1,788,228",0.0,75.01,3.827,130.0,7.874
10,10/14/2011,"1,704,753",0.0,70.27,3.698,130.0,7.874
10,10/21/2011,"1,745,929",0.0,77.91,3.842,130.0,7.874
10,10/28/2011,"1,771,793",0.0,72.79,3.843,130.0,7.874
10,11/4/2011,"1,904,439",0.0,68.57,3.828,,7.874
10,11/11/2011,"2,076,571",0.0,55.28,3.677,130.0,7.874
10,11/18/2011,"1,869,088",0.0,58.97,3.669,130.0,7.874
10,11/25/2011,"2,950,199",1.0,60.68,3.76,136.5,7.874
10,12/2/2011,"2,068,097",0.0,57.29,3.701,130.0,7.874
10,12/9/2011,"2,429,311",0.0,42.58,3.644,130.0,7.874
10,12/16/2011,"2,555,031",0.0,50.53,3.489,130.0,7.874
10,12/23/2011,"3,487,987",0.0,48.36,3.541,130.0,7.874
10,12/30/2011,"1,930,690",1.0,48.92,3.428,136.5,7.874
10,1/6/2012,"1,683,402",0.0,59.85,3.443,130.0,7.545
10,1/13/2012,"1,711,563",0.0,51.0,3.477,130.0,7.545
10,1/20/2012,"1,675,563",0.0,54.51,3.66,130.0,7.545
10,1/27/2012,"1,632,406",0.0,53.59,3.675,130.0,7.545
10,2/3/2012,"1,867,403",0.0,56.85,3.543,130.0,7.545
10,2/10/2012,"2,218,596",1.0,55.73,3.722,136.5,7.545
10,2/17/2012,"2,168,710",0.0,54.12,3.781,130.0,7.545
10,2/24/2012,"2,039,416",0.0,56.02,3.95,131.0,7.545
10,3/2/2012,"1,990,371",0.0,57.62,3.882,131.0,7.545
10,3/9/2012,"1,917,483",0.0,57.65,3.963,131.0,7.545
10,3/16/2012,"1,930,815",,62.11,4.273,131.0,7.545
10,3/23/2012,"1,837,458",0.0,56.54,4.288,131.0,7.545
10,3/30/2012,"1,815,760",0.0,67.92,4.294,131.0,7.545
10,4/6/2012,"2,163,384",0.0,65.99,4.282,131.0,7.382
10,4/13/2012,"1,974,688",0.0,70.28,4.254,131.0,7.382
10,4/20/2012,"1,777,167",0.0,67.75,4.111,131.0,7.382
10,4/27/2012,"1,712,988",0.0,80.11,4.088,131.0,7.382
10,5/4/2012,"1,821,364",0.0,77.02,4.058,131.0,7.382
10,5/11/2012,"1,792,345",0.0,76.03,4.186,131.0,7.382
10,5/18/2012,"1,795,153",0.0,85.19,4.308,131.0,7.382
10,5/25/2012,"1,830,939",0.0,86.03,4.127,131.0,7.382
10,6/1/2012,"1,767,471",0.0,80.06,4.277,131.0,7.382
10,6/8/2012,"1,840,491",0.0,86.87,4.103,131.0,7.382
10,6/15/2012,"1,811,563",0.0,88.58,4.144,131.0,7.382
10,6/22/2012,"1,755,334",0.0,89.92,4.014,131.0,7.382
10,6/29/2012,"1,707,482",0.0,91.36,3.875,131.0,7.382
10,7/6/2012,"1,806,000",0.0,86.87,3.666,131.0,7.17
10,7/13/2012,"1,765,572",0.0,89.8,3.723,131.0,7.17
10,7/20/2012,"1,869,967",0.0,84.45,3.589,131.0,7.17
10,7/27/2012,"1,817,604",0.0,83.98,3.769,131.0,7.17
10,8/3/2012,"1,939,440",0.0,84.76,3.595,131.0,7.17
10,8/10/2012,"1,880,437",0.0,90.78,3.811,131.0,7.17
10,8/17/2012,"1,827,797",0.0,88.83,4.002,131.0,7.17
10,8/24/2012,"1,764,984",0.0,82.5,4.055,131.0,7.17
10,8/31/2012,"1,650,286",0.0,86.97,3.886,131.0,7.17
10,9/7/2012,"1,708,283",1.0,83.07,4.124,137.55,7.17
10,9/14/2012,"1,640,169",0.0,78.47,3.966,131.0,7.17
10,9/21/2012,"1,671,858",0.0,81.93,4.125,131.0,7.17
10,9/28/2012,"1,694,862",0.0,82.52,3.966,131.0,7.17
10,10/5/2012,"1,758,971",0.0,80.88,4.132,131.0,6.943
10,10/12/2012,"1,713,889",0.0,76.03,4.468,131.0,6.943
10,10/19/2012,"1,734,835",0.0,72.71,4.449,131.0,6.943
10,10/26/2012,"1,744,349",0.0,70.5,4.301,131.0,6.943
11,2/5/2010,"1,528,009",0.0,46.04,2.572,214.0,7.368
11,2/12/2010,"1,574,684",1.0,48.01,2.548,,7.368
11,2/19/2010,"1,503,299",0.0,48.3,2.514,215.0,7.368
11,2/26/2010,"1,336,405",0.0,52.79,2.561,215.0,7.368
11,3/5/2010,"1,426,623",0.0,53.96,2.625,215.0,7.368
11,3/12/2010,"1,331,883",0.0,64.1,2.667,215.0,7.368
11,3/19/2010,"1,364,207",0.0,61.51,2.72,215.0,7.368
11,3/26/2010,"1,245,624",0.0,58.09,2.732,214.0,7.368
11,4/2/2010,"1,446,210",0.0,66.16,2.719,214.0,7.343
11,4/9/2010,"1,470,308",0.0,69.57,2.77,214.0,7.343
11,4/16/2010,"1,323,243",0.0,67.81,2.808,214.0,7.343
11,4/23/2010,"1,283,767",0.0,68.37,2.795,214.0,7.343
11,4/30/2010,"1,239,767",0.0,71.13,2.78,214.0,7.343
11,5/7/2010,"1,312,330",0.0,75.57,2.835,214.0,7.343
11,5/14/2010,"1,266,796",0.0,77.64,2.854,214.0,7.343
11,5/21/2010,"1,271,647",0.0,76.97,2.826,214.0,7.343
11,5/28/2010,"1,264,273",0.0,79.69,2.759,214.0,7.343
11,6/4/2010,"1,396,322",0.0,79.66,2.705,214.0,7.343
11,6/11/2010,"1,339,571",0.0,82.81,2.668,215.0,7.343
11,6/18/2010,"1,336,523",0.0,84.13,2.637,215.0,7.343
11,6/25/2010,"1,262,025",0.0,84.5,2.653,215.0,7.343
11,7/2/2010,"1,302,600",0.0,83.09,2.669,215.0,7.346
11,7/9/2010,"1,280,156",0.0,83.01,2.642,214.0,7.346
11,7/16/2010,"1,290,610",0.0,84.9,2.623,,7.346
11,7/23/2010,"1,244,390",,84.57,2.608,215.0,7.346
11,7/30/2010,"1,250,179",0.0,83.26,2.64,215.0,7.346
11,8/6/2010,"1,369,635",0.0,86.54,2.627,215.0,7.346
11,8/13/2010,"1,384,339",0.0,87.73,2.692,215.0,7.346
11,8/20/2010,"1,430,192",0.0,88.93,2.664,215.0,7.346
11,8/27/2010,"1,311,263",0.0,87.7,2.619,215.0,7.346
11,9/3/2010,"1,303,914",0.0,84.94,2.577,215.0,7.346
11,9/10/2010,"1,231,428",1.0,81.93,2.565,225.75,7.346
11,9/17/2010,"1,215,676",0.0,83.04,2.582,215.0,7.346
11,9/24/2010,"1,170,103",0.0,77.36,2.624,215.0,7.346
11,10/1/2010,"1,182,490",0.0,75.11,2.603,215.0,7.564
11,10/8/2010,"1,293,473",0.0,68.71,2.633,215.0,7.564
11,10/15/2010,"1,175,004",0.0,71.46,2.72,215.0,7.564
11,10/22/2010,"1,169,831",0.0,72.6,2.725,215.0,7.564
11,10/29/2010,"1,195,036",0.0,74.21,2.716,215.0,7.564
11,11/5/2010,"1,332,759",0.0,64.41,2.689,215.0,7.564
11,11/12/2010,"1,281,676",0.0,63.74,2.728,215.0,7.564
11,11/19/2010,"1,292,347",0.0,58.63,2.771,215.0,7.564
11,11/26/2010,"1,757,243",1.0,69.9,2.735,225.75,7.564
11,12/3/2010,"1,380,523",0.0,55.9,2.708,215.0,7.564
11,12/10/2010,"1,564,516",0.0,53.33,2.843,215.0,7.564
11,12/17/2010,"1,843,971",0.0,54.63,2.869,215.0,7.564
11,12/24/2010,"2,306,265",0.0,59.33,2.886,215.0,7.564
11,12/31/2010,"1,172,003",,55.03,2.943,225.75,7.564
11,1/7/2011,"1,178,905",0.0,54.43,2.976,215.0,7.551
11,1/14/2011,"1,194,450",0.0,45.34,2.983,215.0,7.551
11,1/21/2011,"1,187,776",0.0,51.51,3.016,215.0,7.551
11,1/28/2011,"1,100,419",0.0,51.04,3.01,216.0,7.551
11,2/4/2011,"1,422,546",0.0,47.17,2.989,216.0,7.551
11,2/11/2011,"1,419,237",1.0,44.61,3.022,226.8,7.551
11,2/18/2011,"1,554,747",0.0,61.5,3.045,217.0,7.551
11,2/25/2011,"1,323,999",,68.74,3.065,217.0,7.551
11,3/4/2011,"1,399,457",0.0,66.5,3.288,217.0,7.551
11,3/11/2011,"1,314,557",0.0,63.29,3.459,217.0,7.551
11,3/18/2011,"1,391,814",0.0,70.17,3.488,218.0,7.551
11,3/25/2011,"1,229,777",0.0,73.74,3.473,218.0,7.551
11,4/1/2011,"1,258,674",0.0,69.1,3.524,218.0,7.574
11,4/8/2011,"1,327,401",0.0,73.57,3.622,218.0,7.574
11,4/15/2011,"1,312,906",0.0,76.64,3.743,219.0,7.574
11,4/22/2011,"1,388,119",0.0,78.31,3.807,219.0,7.574
11,4/29/2011,"1,357,590",0.0,79.97,3.81,219.0,7.574
11,5/6/2011,"1,331,453",0.0,71.39,3.906,219.0,7.574
11,5/13/2011,"1,277,959",0.0,80.93,3.899,219.0,7.574
11,5/20/2011,"1,239,467",0.0,76.97,3.907,219.0,7.574
11,5/27/2011,"1,216,877",0.0,85.61,3.786,219.0,7.574
11,6/3/2011,"1,343,637",0.0,86.14,3.699,219.0,7.574
11,6/10/2011,"1,314,627",0.0,85.79,3.648,218.0,7.574
11,6/17/2011,"1,337,507",0.0,87.9,3.637,218.0,7.574
11,6/24/2011,"1,254,588",0.0,86.13,3.594,218.0,7.574
11,7/1/2011,"1,297,472",0.0,86.43,3.524,219.0,7.567
11,7/8/2011,"1,334,628",,87.17,3.48,219.0,7.567
11,7/15/2011,"1,266,547",0.0,88.3,3.575,219.0,7.567
11,7/22/2011,"1,290,576",0.0,87.8,3.651,219.0,7.567
11,7/29/2011,"1,212,939",0.0,89.46,3.682,219.0,7.567
11,8/5/2011,"1,403,199",0.0,90.04,3.684,219.0,7.567
11,8/12/2011,"1,354,188",0.0,90.3,3.638,219.0,7.567
11,8/19/2011,"1,484,170",0.0,89.51,3.554,219.0,7.567
11,8/26/2011,"1,304,707",0.0,89.09,3.523,219.0,7.567
11,9/2/2011,"1,297,792",,91.44,3.533,219.0,7.567
11,9/9/2011,"1,249,440",1.0,84.91,3.546,229.95,7.567
11,9/16/2011,"1,270,816",0.0,85.11,3.526,219.0,7.567
11,9/23/2011,"1,235,775",0.0,82.14,3.467,220.0,7.567
11,9/30/2011,"1,190,516",0.0,84.4,3.355,220.0,7.567
11,10/7/2011,"1,346,271",0.0,76.97,3.285,,7.197
11,10/14/2011,"1,286,389",0.0,75.56,3.274,221.0,7.197
11,10/21/2011,"1,325,108",0.0,70.91,3.353,221.0,7.197
11,10/28/2011,"1,310,684",0.0,72.66,3.372,221.0,7.197
11,11/4/2011,"1,458,287",0.0,61.13,3.332,221.0,7.197
11,11/11/2011,"1,366,054",0.0,64.2,3.297,221.0,7.197
11,11/18/2011,"1,315,092",0.0,66.17,3.308,222.0,7.197
11,11/25/2011,"1,848,953",1.0,70.03,3.236,233.1,7.197
11,12/2/2011,"1,399,322",0.0,56.89,3.172,222.0,7.197
11,12/9/2011,"1,646,656",0.0,50.63,3.158,222.0,7.197
11,12/16/2011,"1,783,910",0.0,59.69,3.159,223.0,7.197
11,12/23/2011,"2,213,519",0.0,54.29,3.112,223.0,7.197
11,12/30/2011,"1,352,084",1.0,48.86,3.129,234.15,7.197
11,1/6/2012,"1,283,886",0.0,54.44,3.157,223.0,6.833
11,1/13/2012,"1,264,737",0.0,53.1,3.261,223.0,6.833
11,1/20/2012,"1,207,303",0.0,56.43,3.268,223.0,6.833
11,1/27/2012,"1,162,676",0.0,58.36,3.29,224.0,6.833
11,2/3/2012,"1,376,732",0.0,60.24,3.36,,6.833
11,2/10/2012,"1,574,288",1.0,52.23,3.409,235.2,6.833
11,2/17/2012,"1,569,608",0.0,52.77,3.51,224.0,6.833
11,2/24/2012,"1,379,473",0.0,61.11,3.555,224.0,6.833
11,3/2/2012,"1,438,383",0.0,62.61,3.63,224.0,6.833
11,3/9/2012,"1,413,383",0.0,61.44,3.669,225.0,6.833
11,3/16/2012,"1,441,884",0.0,64.21,3.734,225.0,6.833
11,3/23/2012,"1,300,594",0.0,67.16,3.787,225.0,6.833
11,3/30/2012,"1,300,104",0.0,70.23,3.845,225.0,6.833
11,4/6/2012,"1,596,325",0.0,74.19,3.891,225.0,6.664
11,4/13/2012,"1,472,752",,72.74,3.891,225.0,6.664
11,4/20/2012,"1,315,357",,71.97,3.877,225.0,6.664
11,4/27/2012,"1,236,238",0.0,73.4,3.814,225.0,6.664
11,5/4/2012,"1,370,251",0.0,79.07,3.749,225.0,6.664
11,5/11/2012,"1,300,147",0.0,75.13,3.688,225.0,6.664
11,5/18/2012,"1,352,442",0.0,72.53,3.63,225.0,6.664
11,5/25/2012,"1,297,336",0.0,78.44,3.561,225.0,6.664
11,6/1/2012,"1,361,595",0.0,81.67,3.501,225.0,6.664
11,6/8/2012,"1,414,344",0.0,82.1,3.452,225.0,6.664
11,6/15/2012,"1,417,875",0.0,84.97,3.393,225.0,6.664
11,6/22/2012,"1,355,680",0.0,83.26,3.346,225.0,6.664
11,6/29/2012,"1,297,029",0.0,87.86,3.286,225.0,6.664
11,7/6/2012,"1,461,130",0.0,83.44,3.227,225.0,6.334
11,7/13/2012,"1,320,240",0.0,82.46,3.256,225.0,6.334
11,7/20/2012,"1,344,484",,82.41,3.311,225.0,6.334
11,7/27/2012,"1,272,395",0.0,85.43,3.407,225.0,6.334
11,8/3/2012,"1,399,341",0.0,86.94,3.417,225.0,6.334
11,8/10/2012,"1,388,974",0.0,86.21,3.494,225.0,6.334
11,8/17/2012,"1,421,307",0.0,87.73,3.571,226.0,6.334
11,8/24/2012,"1,409,516",0.0,83.17,3.62,226.0,6.334
11,8/31/2012,"1,372,872",0.0,86.49,3.638,226.0,6.334
11,9/7/2012,"1,304,584",1.0,85.17,3.73,237.3,6.334
11,9/14/2012,"1,267,675",0.0,79.61,3.717,226.0,6.334
11,9/21/2012,"1,326,133",0.0,73.64,3.721,226.0,6.334
11,9/28/2012,"1,227,431",0.0,77.67,3.666,227.0,6.334
11,10/5/2012,"1,422,794",0.0,73.37,3.617,227.0,6.034
11,10/12/2012,"1,311,965",0.0,69.94,3.601,227.0,6.034
11,10/19/2012,"1,232,073",0.0,73.77,3.594,227.0,6.034
11,10/26/2012,"1,200,729",0.0,74.26,3.506,227.0,6.034
12,2/5/2010,"1,100,046",0.0,49.47,2.962,126.0,13.975
12,2/12/2010,"1,117,863",1.0,47.87,2.946,132.3,13.975
12,2/19/2010,"1,095,422",0.0,54.83,2.915,127.0,13.975
12,2/26/2010,"1,048,617",0.0,50.23,2.825,127.0,13.975
12,3/5/2010,"1,077,018",0.0,53.77,2.987,127.0,13.975
12,3/12/2010,"985,594",0.0,50.11,2.925,127.0,13.975
12,3/19/2010,"972,088",0.0,59.57,3.054,127.0,13.975
12,3/26/2010,"981,616",0.0,60.06,3.083,127.0,13.975
12,4/2/2010,"1,011,822",0.0,59.84,3.086,127.0,14.099
12,4/9/2010,"1,041,239",0.0,59.25,3.09,127.0,14.099
12,4/16/2010,"957,998",0.0,64.95,3.109,127.0,14.099
12,4/23/2010,"993,833",0.0,64.55,3.05,126.0,14.099
12,4/30/2010,"954,220",0.0,67.38,3.105,126.0,14.099
12,5/7/2010,"1,043,240",0.0,70.15,3.127,126.0,14.099
12,5/14/2010,"966,055",0.0,68.44,3.145,126.0,14.099
12,5/21/2010,"958,375",0.0,76.2,3.12,126.0,14.099
12,5/28/2010,"955,451",0.0,67.84,3.058,126.0,14.099
12,6/4/2010,"1,049,357",0.0,81.39,2.941,126.0,14.099
12,6/11/2010,"1,016,040",0.0,90.84,2.949,126.0,14.099
12,6/18/2010,"956,211",0.0,81.06,3.043,126.0,14.099
12,6/25/2010,"958,008",,87.27,3.084,126.0,14.099
12,7/2/2010,"951,957",0.0,91.98,3.105,126.0,14.18
12,7/9/2010,"943,506",0.0,90.37,3.1,126.0,14.18
12,7/16/2010,"916,403",0.0,97.18,3.094,126.0,14.18
12,7/23/2010,"912,404",0.0,99.22,3.112,126.0,14.18
12,7/30/2010,"913,548",0.0,96.31,3.017,126.0,14.18
12,8/6/2010,"967,577",0.0,92.95,3.123,126.0,14.18
12,8/13/2010,"928,264",0.0,87.01,3.159,126.0,14.18
12,8/20/2010,"948,447",0.0,92.81,3.041,126.0,14.18
12,8/27/2010,"1,004,516",0.0,93.19,3.129,126.0,14.18
12,9/3/2010,"1,075,759",0.0,83.12,3.087,126.0,14.18
12,9/10/2010,"903,119",1.0,83.63,3.044,132.3,14.18
12,9/17/2010,"852,883",0.0,82.45,3.028,126.0,14.18
12,9/24/2010,"851,919",0.0,81.77,2.939,126.0,14.18
12,10/1/2010,"850,936",0.0,85.2,3.001,126.0,14.313
12,10/8/2010,"918,336",0.0,71.82,3.013,126.0,14.313
12,10/15/2010,"862,420",0.0,75.0,2.976,126.0,14.313
12,10/22/2010,"857,883",0.0,68.85,3.014,126.0,14.313
12,10/29/2010,"955,295",0.0,61.09,3.016,126.0,14.313
12,11/5/2010,"929,691",,65.49,3.129,126.0,14.313
12,11/12/2010,"942,475",0.0,57.79,3.13,127.0,14.313
12,11/19/2010,"894,494",0.0,58.18,3.161,127.0,14.313
12,11/26/2010,"1,601,377",1.0,47.66,3.162,133.35,14.313
12,12/3/2010,"1,069,533",,43.33,3.041,127.0,14.313
12,12/10/2010,"1,121,934",0.0,50.01,3.203,,14.313
12,12/17/2010,"1,295,605",0.0,52.77,3.236,127.0,14.313
12,12/24/2010,"1,768,250",0.0,52.02,3.236,127.0,14.313
12,12/31/2010,"891,737",1.0,45.64,3.148,133.35,14.313
12,1/7/2011,"910,110",0.0,37.64,3.287,127.0,14.021
12,1/14/2011,"812,012",0.0,43.15,3.312,127.0,14.021
12,1/21/2011,"802,106",0.0,53.53,3.223,127.0,14.021
12,1/28/2011,"873,119",0.0,50.74,3.342,128.0,14.021
12,2/4/2011,"1,046,068",0.0,45.14,3.348,128.0,14.021
12,2/11/2011,"1,086,422",1.0,51.3,3.381,134.4,14.021
12,2/18/2011,"1,128,485",0.0,53.35,3.43,128.0,14.021
12,2/25/2011,"1,046,204",0.0,48.45,3.53,128.0,14.021
12,3/4/2011,"1,085,248",0.0,51.72,3.674,128.0,14.021
12,3/11/2011,"997,673",0.0,57.75,3.818,128.0,14.021
12,3/18/2011,"1,009,502",0.0,64.21,3.692,129.0,14.021
12,3/25/2011,"954,107",0.0,54.4,3.909,129.0,14.021
12,4/1/2011,"1,005,463",0.0,63.63,3.772,129.0,13.736
12,4/8/2011,"998,362",0.0,64.47,4.003,129.0,13.736
12,4/15/2011,"990,952",0.0,57.63,3.868,129.0,13.736
12,4/22/2011,"1,016,019",0.0,72.12,4.134,129.0,13.736
12,4/29/2011,"994,966",0.0,68.27,4.151,129.0,13.736
12,5/6/2011,"1,021,154",0.0,68.4,4.193,129.0,13.736
12,5/13/2011,"977,034",0.0,70.93,4.202,129.0,13.736
12,5/20/2011,"924,135",0.0,66.59,4.169,129.0,13.736
12,5/27/2011,"964,333",0.0,76.67,4.087,129.0,13.736
12,6/3/2011,"970,329",0.0,71.81,4.031,129.0,13.736
12,6/10/2011,"996,938",0.0,78.72,3.981,,13.736
12,6/17/2011,"986,505",0.0,86.84,3.935,129.0,13.736
12,6/24/2011,"997,283",0.0,88.95,3.898,129.0,13.736
12,7/1/2011,"961,993",0.0,89.85,3.842,129.0,13.503
12,7/8/2011,"943,717",0.0,89.9,3.705,129.0,13.503
12,7/15/2011,"936,002",0.0,88.1,3.692,129.0,13.503
12,7/22/2011,"922,232",0.0,91.17,3.794,129.0,13.503
12,7/29/2011,"890,547",0.0,93.29,3.805,129.0,13.503
12,8/5/2011,"988,713",0.0,90.61,3.803,129.0,13.503
12,8/12/2011,"955,914",0.0,91.04,3.701,129.0,13.503
12,8/19/2011,"966,817",0.0,91.74,3.743,129.0,13.503
12,8/26/2011,"1,017,593",0.0,94.61,3.74,129.0,13.503
12,9/2/2011,"1,052,051",0.0,93.66,3.798,129.0,13.503
12,9/9/2011,"922,851",1.0,88.0,3.913,135.45000000000002,13.503
12,9/16/2011,"889,290",0.0,76.36,3.918,129.0,13.503
12,9/23/2011,"871,693",0.0,82.95,3.789,130.0,13.503
12,9/30/2011,"866,401",0.0,83.26,3.877,130.0,13.503
12,10/7/2011,"951,245",0.0,70.44,3.827,130.0,12.89
12,10/14/2011,"927,600",0.0,67.31,3.805,130.0,12.89
12,10/21/2011,"938,605",0.0,73.05,3.842,130.0,12.89
12,10/28/2011,"990,926",0.0,67.41,3.727,130.0,12.89
12,11/4/2011,"1,051,945",0.0,59.77,3.828,130.0,12.89
12,11/11/2011,"1,095,092",0.0,48.76,3.824,130.0,12.89
12,11/18/2011,"970,641",0.0,54.2,3.813,130.0,12.89
12,11/25/2011,"1,591,920",1.0,53.25,3.622,136.5,12.89
12,12/2/2011,"1,071,383",0.0,52.5,3.701,130.0,12.89
12,12/9/2011,"1,189,646",0.0,42.17,3.644,130.0,12.89
12,12/16/2011,"1,293,404",0.0,43.29,3.6,130.0,12.89
12,12/23/2011,"1,617,612",0.0,45.4,3.541,130.0,12.89
12,12/30/2011,"1,111,638",1.0,44.64,3.428,136.5,12.89
12,1/6/2012,"945,824",0.0,50.43,3.599,130.0,12.187
12,1/13/2012,"865,468",0.0,48.07,3.657,130.0,12.187
12,1/20/2012,"855,923",0.0,46.2,3.66,130.0,12.187
